27.3,-0.00467846,0.000742679
27.32,-0.00483244,0.00853132
27.34,-0.00520242,0.00704313
27.36,-0.0049055,0.00280519
27.38,-0.00461328,0.000144521
27.4,-0.0047747,0.00241199
27.42,-0.00476926,0.000682143
27.44,-0.00474006,0.00103802
27.46,-0.00457363,0.00500592
27.48,-0.00343925,0.00957206
27.5,-0.00341889,0.0102322
27.52,-0.00344067,0.0105862
27.54,-0.00348549,0.0107415
27.56,-0.00358087,0.0113143
27.58,-0.00243413,0.0155536
27.6,-0.00680051,0.016183
27.62,-0.00158106,0.0131756
27.64,-0.00295101,0.0130517
27.66,-0.00804583,0.0103986
27.68,-0.00815877,0.0104526
27.7,-0.00143404,0.00763598
27.72,-0.00112342,0.00571326
27.74,-0.00422405,0.00236555
27.76,-0.00692407,-0.00246262
27.78,-0.00747436,-0.00223311
27.8,-0.0097532,-0.00529148
27.82,-0.00749268,-0.00388702
27.84,-0.00188323,-0.000347729
27.86,-0.000630004,0.00216907
27.88,-0.000665492,0.000813357
27.9,-0.000931426,0.000253812
27.92,-0.000918175,-0.000381152
27.94,-0.000756226,-9.92097e-05
27.96,-0.000771982,0.000524189
27.98,-0.00089733,0.000887904
28,-0.000929391,0.000765997
28.02,-0.000891726,0.000429098
28.04,-0.000866322,0.000249757
28.06,-0.000877046,0.000380666
28.08,-0.000919219,0.000668804
28.1,-0.000923656,0.000836626
28.12,-0.000923402,0.000804416
28.14,-0.000936822,0.000701491
28.16,-0.000939763,0.000669185
28.18,-0.000949653,0.000748317
28.2,-0.000961666,0.000898714
28.22,-0.000974003,0.000990307
28.24,-0.00098295,0.00100372
28.26,-0.000990468,0.000987903
28.28,-0.000998129,0.00100368
28.3,-0.00100638,0.0010704
28.32,-0.00101364,0.00115974
28.34,-0.00101902,0.0012255
28.36,-0.00102273,0.00125931
28.38,-0.00102616,0.00128212
28.4,-0.00102877,0.00131842
28.42,-0.00103072,0.00137519
28.44,-0.00103367,0.00143914
28.46,-0.00103632,0.00149371
28.48,-0.00103304,0.00153308
28.5,-0.00103111,0.00157182
28.52,-0.0010305,0.001615
28.54,-0.00105139,0.00164592
28.56,-0.00106915,0.00167721
28.58,-0.00108978,0.00170001
28.6,-0.00110973,0.00171862
28.62,-0.00112756,0.00173856
28.64,-0.00114676,0.00176186
28.66,-0.00116614,0.00178754
28.68,-0.00118391,0.00181308
28.7,-0.00120149,0.00183587
28.72,-0.00121997,0.00185656
28.74,-0.00123925,0.00187675
28.76,-0.00125616,0.00189952
28.78,-0.0012738,0.00192303
28.8,-0.00129123,0.00194568
28.82,-0.00130617,0.00196718
28.84,-0.00132101,0.00199028
28.86,-0.00134072,0.00201052
28.88,-0.00135479,0.00203135
28.9,-0.00137057,0.00205227
