27.3,-0.00440999,-0.000384548
27.32,-6.00078e-05,-0.0437042
27.34,-0.000106078,-0.0487676
27.36,-9.83349e-05,-0.0487673
27.38,-9.72091e-05,-0.0487673
27.4,-9.85746e-05,-0.0487673
27.42,-9.75781e-05,-0.0487675
27.44,-9.78737e-05,-0.0487675
27.46,-9.67492e-05,-0.0487676
27.48,-9.85785e-05,-0.0487677
27.5,0.00040171,-0.0411594
27.52,0.000248473,-0.0335234
27.54,0.00114758,-0.0276106
27.56,-0.00107867,-0.025947
27.58,0.00248111,-0.0220294
27.6,0.00290564,-0.0195213
27.62,0.00500454,-0.0184818
27.64,0.00704888,-0.01783
27.66,0.00733312,-0.0157889
27.68,0.00862294,-0.0163207
27.7,0.0122499,-0.0192645
27.72,0.0135451,-0.0181665
27.74,0.0170399,-0.0204704
27.76,0.0219401,-0.0202178
27.78,0.0227562,-0.0201988
27.8,0.0318884,-0.0214411
27.82,0.0328752,-0.0199354
27.84,0.0409895,-0.0193719
27.86,0.0543913,-0.0243825
27.88,0.0573907,-0.0246659
27.9,0.0515879,-0.021743
27.92,0.0489047,-0.0210012
27.94,0.0390961,-0.0180577
27.96,0.0223025,-0.0164515
27.98,0.0108573,-0.0115188
28,0.00034048,-0.00115686
28.02,-0.000315086,0.00134105
28.04,0.00011142,-4.1404e-05
28.06,0.000300434,-0.000454634
28.08,0.000158809,-0.0014638
28.1,-8.09437e-05,-0.00142529
28.12,-0.000126237,-0.000872822
28.14,-5.11329e-05,-0.000315141
28.16,-6.335e-05,-0.000247487
28.18,-0.000157996,-0.000569875
28.2,-0.000180415,-0.000864711
28.22,-0.00013615,-0.000851854
28.24,-0.000152382,-0.000594143
28.26,-0.000221938,-0.000359306
28.279,-0.000266592,-0.000318954
28.3,-0.000278786,-0.000435091
28.32,-0.000283432,-0.000541061
28.34,-0.000310353,-0.000518538
28.36,-0.000349313,-0.000400679
28.38,-0.000380521,-0.000288974
28.4,-0.000400798,-0.000259923
28.42,-0.000421257,-0.000290608
28.44,-0.000445912,-0.000312519
28.46,-0.000475665,-0.000285556
28.48,-0.000504456,-0.00022183
28.5,-0.000532113,-0.000160575
28.52,-0.000561183,-0.000130872
28.54,-0.000589223,-0.000124416
28.56,-0.000618064,-0.000114712
28.58,-0.000646597,-8.42896e-05
28.6,-0.000681355,-4.13641e-05
28.62,-0.000713287,-3.18151e-06
28.64,-0.000747482,2.48187e-05
28.66,-0.000777555,4.4879e-05
28.68,-0.00080929,6.4766e-05
28.7,-0.000838929,8.9318e-05
28.72,-0.000874508,0.000118556
28.74,-0.000898873,0.000153456
28.76,-0.000924281,0.000178703
28.78,-0.00095411,0.000193563
28.8,-0.000982012,0.000213789
28.82,-0.00100473,0.000236299
28.84,-0.00103109,0.000263003
28.86,-0.00105683,0.000290204
28.88,-0.00108525,0.000309392
28.9,-0.00110586,0.000344797
28.92,-0.00111213,0.000359138
28.94,-0.0011123,0.000370066
28.96,-0.00110714,0.000369884
28.98,-0.00110718,0.000370397
29,-0.00110614,0.000370271
29.02,-0.00110584,0.000373919
29.04,-0.0011038,0.00037407
29.06,-0.00110444,0.000377065
29.08,-0.0011019,0.000378528
29.1,-0.00109987,0.000383008
29.12,-0.0010986,0.000381779
29.14,-0.00110049,0.000383152
29.16,-0.00109934,0.00038485
29.18,-0.00109525,0.000390157
29.2,-0.00109489,0.000390612
29.22,-0.0010957,0.000390705
29.24,-0.00109553,0.000390787
29.26,-0.00109242,0.000394752
29.28,-0.00109192,0.000395111
29.3,-0.00109298,0.000395489
29.32,-0.00109258,0.000395459
29.34,-0.00109025,0.000399015
29.36,-0.00108763,0.000400449
29.38,-0.00108911,0.000400639
29.4,-0.00108864,0.000400306
29.42,-0.00108681,0.000402613
29.44,-0.00108429,0.000404592
29.46,-0.0010853,0.000404573
29.48,-0.00108542,0.000404261
29.5,-0.001085,0.000405668
29.52,-0.00108076,0.000408424
29.54,-0.00108165,0.00040875
29.56,-0.00108221,0.000408104
29.58,-0.00108291,0.0004091
29.6,-0.0010783,0.000412384
29.62,-0.0010792,0.000412184
29.64,-0.00107861,0.000410635
29.66,-0.00107987,0.000412106
29.68,-0.00107392,0.00041456
29.7,-0.00107636,0.000415085
29.72,-0.00107596,0.000413415
29.74,-0.00107791,0.000414646
29.76,-0.00107419,0.000416036
29.78,-0.00107435,0.000417753
29.8,-0.00107408,0.000415889
29.82,-0.00107637,0.000416497
29.84,-0.00107306,0.000417456
29.86,-0.00107204,0.000419721
29.88,-0.00107214,0.000418269
29.9,-0.00107462,0.000418592
29.92,-0.00107264,0.000419083
29.94,-0.00106999,0.000420714
29.96,-0.0010707,0.000419665
29.98,-0.00107222,0.000417898
30,-0.00107184,0.000418347
30.02,-0.00106883,0.000421134
