27.26,-0.00353288,0.000512702
27.28,-0.00351211,0.000310888
27.3,-0.00348945,7.08366e-05
27.32,0.000865404,-0.0432849
27.34,0.000862578,-0.0483539
27.36,0.000867158,-0.0483534
27.38,0.000867779,-0.048354
27.4,0.000870717,-0.0483541
27.42,0.000868217,-0.0483536
27.44,0.000867318,-0.0483536
27.46,0.000867894,-0.0483534
27.48,0.000867918,-0.0483536
27.5,0.00086825,-0.0483537
27.52,0.000868051,-0.0483533
27.54,0.000868315,-0.0483533
27.56,0.00110906,-0.0388453
27.58,0.000983507,-0.024015
27.6,0.000910566,-0.0166373
27.62,0.00281073,-0.0140133
27.64,0.00268548,-0.00951756
27.66,0.00349423,-0.00732528
27.68,0.0024539,-0.0050688
27.7,0.00288414,0.000610759
27.72,0.0033765,0.00207511
27.74,0.00652928,0.0100338
27.76,0.00610561,0.00803489
27.78,0.00461409,0.00303169
27.8,0.00547678,-0.00078348
27.82,0.00592624,-0.00625728
27.84,0.0093623,-0.0115058
27.86,0.0124856,-0.0145653
27.88,0.0149425,-0.0174775
27.9,0.0166111,-0.0191233
27.92,0.0243617,-0.0235332
27.94,0.0416368,-0.028217
27.96,0.0476562,-0.0269277
27.98,0.0460328,-0.0186001
28,0.0429018,0.00613886
28.02,0.0349668,0.0302047
28.04,0.0191298,0.0500117
28.06,-0.00446063,0.0708059
28.08,-0.0252088,0.0849987
28.1,-0.0452104,0.101349
28.12,-0.0463279,0.0946388
28.14,-0.0319608,0.0779832
28.16,-0.0204402,0.0580822
28.18,-0.0157355,0.0319194
28.2,-0.0103824,0.00478201
28.22,-0.0131716,0.0167363
28.24,-0.0134696,0.0252148
28.26,-0.0110027,0.0133783
28.28,-0.0106048,0.0158384
28.3,-0.0102006,0.0151951
28.32,-0.00839397,0.0112127
28.34,-0.00803759,0.0118988
28.36,-0.00723866,0.0101102
28.38,-0.00665232,0.0095106
28.4,-0.00598767,0.00887598
28.42,-0.0054195,0.0076916
28.44,-0.00496452,0.00710097
28.46,-0.00451375,0.00632066
